;identifier;titulo;descripcion;autor;fecha_publicacion;idioma;descargas;tamano;temas;formato;url;topics;data;num_favoritos;num_revisions;m4b_links
947;leadingevents1_2106_librivox;Leading Events in the History of the Church: Part 1 - Christian Antiquity;LibriVox recording of Leading Events in the History of the Church: Part 1 - Christian Antiquity by The Sisters of Notre Dame. Read in English by Librivox volunteers. The first volume in a series of Catholic Church history books written for children. Volume 1 covers the time period from after Our Lord's death till the 5th Century. (Summary by Maria Therese) For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook (69MB);['The Sisters of Notre Dame'];2021-06-24T00:00:00Z;['eng'];27081;420085192;['librivox', 'audiobooks', 'Catholic', 'church history', 'martyrs', 'british isles', 'imprimatur', 'nihil obstat', 'persecutions', 'heresies'];audio;https://archive.org/details/leadingevents1_2106_librivox;librivox, audiobooks, Catholic, church history, martyrs, british isles, imprimatur, nihil obstat, persecutions, heresies;2021-06-24;6;27081;[{'url': 'https://archive.org/download/leadingevents1_2106_librivox/LeadingEvents_librivox.m4b', 'text': 'M4B Audiobook (69MB)'}]
948;littlemaidmarian_2112_librivox;Little Maid Marian;"LibriVox recording of Little Maid Marian by Amy Ella Blanchard. Read in English by TR Love;  Not the tale of Robin Hood’s friend, but a charming Victorian age story of Marian, a little girl being raised by her formal but loving grandparents. When the new school teacher comes to stay, she adds warmth and whimsy to Marian’s life and helps guide her to make her most fervent wishes come true. (Summary by TR Love) For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook (114MB)";['Amy Ella Blanchard'];2021-12-20T00:00:00Z;['eng'];8122;708494514;['librivox', 'audiobooks'];audio;https://archive.org/details/littlemaidmarian_2112_librivox;librivox, audiobooks, ;2021-12-20;;8122;[{'url': 'https://archive.org/download/littlemaidmarian_2112_librivox/LittleMaidMarian_librivox.m4b', 'text': 'M4B Audiobook (114MB)'}]
949;magnificent_adventure_2102_librivox;The Magnificent Adventure;"LibriVox recording of The Magnificent Adventure by Emerson Hough. Read in English by April6090; weezer; acousticwave; Sandra Cullum; Ritu Aarcee; Mike Manolakes; mleigh; Shasta; KevinS; Carol R; KirksVoice; AndreasDanko ""The Magnificent Adventure"" in 1916 was set at the time of the Louisiana Purchase and the Lewis and Clark Expedition. This fictional story is brimming with adventure and action, having to do with a gallant gentleman and is written well as Emerson Hough was famous for writing stirring westerns. - Summary by April6090 For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook (273MB)";['Emerson Hough'];2021-02-25T00:00:00Z;['eng'];33379;1648374447;['librivox', 'audiobooks', 'adventure', 'action'];audio;https://archive.org/details/magnificent_adventure_2102_librivox;librivox, audiobooks, adventure, action;2021-02-25;1;33379;[{'url': 'https://archive.org/download/magnificent_adventure_2102_librivox/MagnificentAdventure_librivox.m4b', 'text': 'M4B Audiobook (273MB)'}]
950;nobleheart_2107_librivox;The Noble Heart;LibriVox recording of The Noble Heart by George Henry Lewes. Read in English by LibriVox Volunteers This Victorian melodrama, written by G.H. Lewes, common law husband of novelist George Eliot (Marian Evans), featured a scandalous love triangle. The scene is set in 16th century Spain. The main character is Don Gomez del la Vega, a nobleman in service of his king battling the Moors. In the midst of a campaign, he and his son, the gallant knight, Don Leon, both fall in love with the beautiful Juanna, daughter of a merchant, who had pledged her hand in marriage to Don Gomez. How can the situation be resolved with honor being preserved on all sides? (Summary by Kelly S. Taylor) Cast List Don Gomez De La Vega Wayne Cooke Don Leon Andrew Latheron Don Antonio de Comporeal caveat Don Garcia de Slivas y Arias HenRMJ Don Guzman de Tivera Greg Giordano Herman ToddHW Senor Reinaldos Alan Mapstone Lisardos Larry Wilson 1st Alguazil David Purdy Juanna Jenn Broda Stage Directions Kelly S. Taylor For...;['George Henry Lewes'];2021-07-06T00:00:00Z;['eng'];75745;253841833;['librivox', 'audiobooks', 'romance', 'melodrama'];audio;https://archive.org/details/nobleheart_2107_librivox;librivox, audiobooks, romance, melodrama;2021-07-06;3;75745;[{'url': 'https://archive.org/download/nobleheart_2107_librivox/NobleHeart_librivox.m4b1:33:00', 'text': 'M4B Audiobook (42MB)'}]
951;pegomyheart_2110_librivox;Peg O' My Heart;LibriVox recording of Peg O' My Heart by John Hartley Manners. Read in English by LibriVox volunteers. The Chichester family have just gone bankrupt due to bank failure. Their situation looks gloomy until Mrs. Chichester learns of the death of her brother Nathaniel. While Nathaniel hasn't left them any money, he put a clause into his will stating that, if the daughter of his other sister can receive a proper education and become a lady, the family who raised her will receive a considerable sum of money every year. This daughter is named Peg. - Summary by ambsweet13 The Characters in the Comedy: Mrs. Chichester: Kelly S. Taylor Alaric, her son: Andrew James Ethel, her daughter: Melissa Buell Montgomery Hawkes, Solicitor: Alan Mapstone Christian Brent: Jason Gemenetzis Footman, Jarvis: Son of the Exiles Maid, Bennet: ambsweet13 Jerry: David Purdy Peg: Jenn Broda Stage Directions: Wayne Cooke For further information, including links to online text, reader information, RSS feeds, CD cover...;['John Hartley Manners'];2021-10-25T00:00:00Z;['eng'];13847;572523490;['librivox', 'audiobooks', 'romance', 'financial struggle'];audio;https://archive.org/details/pegomyheart_2110_librivox;librivox, audiobooks, romance, financial struggle;2021-10-25;;13847;[{'url': 'https://archive.org/download/pegomyheart_2110_librivox/PegOMyHeart_librivox.m4b', 'text': 'M4B Audiobook (92MB)'}]
952;sermons_2102_librivox;Sermons to Children;LibriVox recording of Sermons to Children by Sabine Baring-Gould. Read in English by MaryAnn Twenty-three sermons where the truth to be taught is appended to a story as a Moral. Some of these sermons reflect the doctrines of infant baptism and transubstantiation. (Summary by MaryAnn) For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook (122MB);['Sabine Baring-Gould'];2021-02-23T00:00:00Z;['eng'];38447;755370690;['librivox', 'audiobooks', 'children', 'animals', 'Christmas', 'Easter', 'Advent', 'grace', 'sermon', 'flowers', 'winter', 'spring', 'gossip', 'curiosity', 'Resurrection', 'summer', 'Obedience', 'temptation', 'good friday', 'autumn', 'lent', 'tidiness', 'idleness', 'wilfulness', 'perserverance', 'self-respect', 'innocence', 'first communion'];audio;https://archive.org/details/sermons_2102_librivox;librivox, audiobooks, children, animals, Christmas, Easter, Advent, grace, sermon, flowers, winter, spring, gossip, curiosity, Resurrection, summer, Obedience, temptation, good friday, autumn, lent, tidiness, idleness, wilfulness, perserverance, self-respect, innocence, first communion;2021-02-23;2;38447;[{'url': 'https://archive.org/download/sermons_2102_librivox/SermoncChildrenAsvent_librivox.m4b', 'text': 'M4B Audiobook (122MB)'}]
953;bookofburiedtreasure_2103_librivox;The Book of Buried Treasure;LibriVox recording of The Book of Buried Treasure by Ralph Delahaye Paine. Read in English by Tony Posante Described by the author as: BEING A TRUE HISTORY OF THE GOLD, JEWELS, AND PLATE OF PIRATES, GALLEONS, ETC., WHICH ARE SOUGHT FOR TO THIS DAY. Ralph Delahaye Paine (August 28, 1871 – April 29, 1925) was an American journalist and author popular in the early 20th century. Paine's book tells of pirates, heroes, scoundrels, and treasure seekers creating, stealing, seeking, and sometimes finding great wealth. It also tells of treasures yet undiscovered (as of 1911, but perhaps to this day). It remains the stuff of dreams for countless kids growing up, and those of us who never grew up. - Summary by Tony Posante For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B...;['Ralph Delahaye Paine'];2021-03-16T00:00:00Z;['eng'];13171;1797983196;['librivox', 'audiobooks', 'pirates', 'treasure'];audio;https://archive.org/details/bookofburiedtreasure_2103_librivox;librivox, audiobooks, pirates, treasure;2021-03-16;3;13171;[{'url': 'https://archive.org/download/bookofburiedtreasure_2103_librivox/BookBuriedTreasure_librivox.m4b', 'text': 'M4B Audiobook (298MB)'}]
954;britannicus_2101_librivox;Britannicus;"LibriVox recording of Britannicus by Jean Racine. (Translated by Robert Bruce Boswell.) Read in English by ToddHW; Alan Mapstone; Larry Wilson; Sonia; David Purdy; Matea Bracic; Dale Burgess; thestorygirl Britannicus is son and heir of the Roman emperor Claudius. However, this does not please Nero, who wants both throne and Britannicus's fiancee Junia. - Summary by ToddHW Cast list: Nero, emperor, son of Agrippina: Dale Burgess Britannicus, son of Messalina and of the emperor Claudius: David Purdy Agrippina, widow of Domitus Ahenbarbus, the Father of Nero, and widow by her second marriage of the emperor Claudius: Matea Bracic Junia, beloved by Britannicus: thestorygirl Burrus, tutor of Nero: ToddHW Narcissus, tutor of Britannicus: Alan Mapstone Albina, confidential friend of Agrippina: Sonia Stage Directions: Larry Wilson Editing: ToddHW For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the...";['Jean Racine'];2021-01-19T00:00:00Z;['eng'];25898;305111227;['librivox', 'audiobooks', 'Nero', 'claudius'];audio;https://archive.org/details/britannicus_2101_librivox;librivox, audiobooks, Nero, claudius;2021-01-19;6;25898;[{'url': 'https://archive.org/download/britannicus_2101_librivox/Britannicus_librivox.m4b', 'text': 'M4B Audiobook (50MB)'}]
955;england_my_england_2103_librivox;England, My England;LibriVox recording of England, My England by D. H. Lawrence. Read in English by Anthony Ogus A book of ten short stories, written with Lawrence's typical sensibility to and awareness of social mores, set around the period of the First World War - Summary by Anthony Ogus For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook (225.1MB);['D. H. Lawrence'];2021-03-25T00:00:00Z;['eng'];14442;1349134426;['librivox', 'audiobooks', 'First World War', 'family life'];audio;https://archive.org/details/england_my_england_2103_librivox;librivox, audiobooks, First World War, family life;2021-03-25;3;14442;[{'url': 'https://archive.org/download/england_my_england_2103_librivox/EnglandMyEngland_librivox.m4b', 'text': 'M4B Audiobook (225.1MB)'}]
956;erasmus_and_the_age_of_reformation_2103_librivox;Erasmus and the Age of Reformation;"LibriVox recording of Erasmus and the Age of Reformation by Johan Huizinga. (Translated by Frederik Jan Hopman.) Read in English by Owlivia; Trenton; Minnie; Rita Boutros; Michele Eaton; Mario Pineda; Jim Locke; Craig Campbell; Kazbek; Wayne Cooke This shorter book on Erasmus might be considered a companion to Huizinga's most famous work, The Waning of the Middle Ages. While in his magnum opus he presented a study of the forms of life and thought in France and the Netherlands in the fourteenth and fifteenth centuries, in this one the subject is the central intellectual figure of the next generation after the period which Huizinga called the waning, or rather the autumn, of the Middle Ages. It was first published in 1924, and so belongs to the same period of the author. Erasmus was, as it appears from many of pages, a man for whom Huizinga had a very special sympathy. - Summary by Leni For further information, including links to online text, reader information, RSS feeds, CD cover or...";['Johan Huizinga'];2021-03-10T00:00:00Z;['eng'];16367;1312465337;['librivox', 'audiobooks', 'renaissance', 'Reformation'];audio;https://archive.org/details/erasmus_and_the_age_of_reformation_2103_librivox;librivox, audiobooks, renaissance, Reformation;2021-03-10;3;16367;[{'url': 'https://archive.org/download/erasmus_and_the_age_of_reformation_2103_librivox/Erasmus_librivox.m4b', 'text': 'M4B Audiobook (216MB)'}]
957;greenvalley_2105_librivox;Green Valley;"LibriVox recording of Green Valley by Katharine Yirsa Reynolds. Read in English by Jim Locke; Janna Erikson; Dumple; Bethany Megill; TR Love; Carolyn Spencer-Kerridge ; Gillian Hendrie; rex27 ; Renee More; springteacher ""Traveling men have a poor opinion of it. Ministers of the gospel have been known to despair of it. Socially ambitious matrons move out of it, or, if that is not possible, despise it. Real estate men can not get rich in it. And humorless folk sometimes have a hard, sad time of it in Green Valley"". This is an authentic novel about a small town in the USA. A book about what people tell and don't tell, loves and losses, and the importance of community. Community life which did not go away. - Summary by Stav Nisser For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit...";['Katharine Yirsa Reynolds'];2021-05-12T00:00:00Z;['eng'];12556;1390346919;['librivox', 'audiobooks', 'romance', 'novel'];audio;https://archive.org/details/greenvalley_2105_librivox;librivox, audiobooks, romance, novel;2021-05-12;;12556;[{'url': 'https://archive.org/download/greenvalley_2105_librivox/GreenValley_librivox.m4b', 'text': 'M4B Audiobook (232MB)'}]
958;group_famous_women_2103_librivox;A Group of Famous Women;"LibriVox recording of A Group of Famous Women by Edith Horton. Read in English by BettyB; Gini Pug; Kim Lamb; Ann Boulais; Kirsten Nelson; Dick Bourgeois-Doyle; Ruth P.; Kendra Murray; Colleen McMahon; jenno It is a remarkable fact that little attention, if any, has been given to the study of the careers of distinguished women, and the question has often been asked why short biographies should not be prepared, in order that the pupils in our schools might become familiar with the noble and unselfish lives of the many remarkable women whose influence has been inspiring and uplifting. It is hoped that those who read the stories of the lives of the women whose names appear in this volume will find in them an incentive to guide their own lives into useful channels. - Summary by Edith Horton (Author) For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For...";['Edith Horton'];2021-03-16T00:00:00Z;['eng'];12003;724743696;['librivox', 'audiobooks', 'women biographies', 'distinguished women'];audio;https://archive.org/details/group_famous_women_2103_librivox;librivox, audiobooks, women biographies, distinguished women;2021-03-16;1;12003;[{'url': 'https://archive.org/download/group_famous_women_2103_librivox/FamousWomen_librivox.m4b', 'text': 'M4B Audiobook (117.1MB)'}]
959;ladyhuntworthexperiment_2107_librivox;Lady Huntworth's Experiment;"LibriVox recording of Lady Huntworth's Experiment by R. C. Carton.  Read in English by ToddHW; Michele Eaton; Alan Mapstone; Larry Wilson; David Purdy; Adrian Stephens; Matea Bracic; Tchaikovsky; Annie Mars; Adrienne Prevost; April6090 Lady Huntworth is in disguise and under cover as a cook. She entertains a number of men and the comedy ensues.- Summary by Michele Eaton  Stage Directions: wib66 Captain Dorvastan: adrianstephens Reverend Audley Pillenger: toddhw Reverend Thorsby: Tchaikovsky Gandy: alanmapstone Newspaper Boy: David Purdy Mr Crayll: Larry Wilson Miss Hannah Pillenger: Annie Mars Lucy Pillenger: Matea Bracic Keziah: April6090 Caroline Rayward: Adrienne Prevost For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook (90MB)";['R. C. Carton'];2021-07-24T00:00:00Z;['eng'];9291;541545172;['librivox', 'audiobooks'];audio;https://archive.org/details/ladyhuntworthexperiment_2107_librivox;librivox, audiobooks, ;2021-07-24;1;9291;[{'url': 'https://archive.org/download/ladyhuntworthexperiment_2107_librivox/LadyHurrtworthsExperiment_librivox.m4b', 'text': 'M4B Audiobook (90MB)'}]
960;mrs_blencarrow_2107_librivox;The Mystery of Mrs. Blencarrow;"LibriVox recording of The Mystery of Mrs. Blencarrow by Margaret O. Oliphant. Read in English by Vineymala; Nancy Gorgen; Christine Rottger; Tim Quinn; TheAwesome1568; Brent T. Nasworthy The location is the English Lake District and the characters very ordinary people. Mrs. Blencarrow is a widow with five children and control of her late husband's small estate. She is eminently respectable and is involved with the usual round of tea and dinner parties as expected in a quiet town. She is unremarkable, apart from her disdain for scandal, or even gossip of any kind. Imagine the surprise when a stranger describes her as ""a woman with a history""? That can only mean a disreputable past or even a scandal, but as she has lived in the community for 18 years, without a hint, what could it possibly be? For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For...";['Margaret O. Oliphant'];2021-07-11T00:00:00Z;['eng'];13790;433748392;['librivox', 'audiobooks'];audio;https://archive.org/details/mrs_blencarrow_2107_librivox;librivox, audiobooks, ;2021-07-11;2;13790;[{'url': 'https://archive.org/download/mrs_blencarrow_2107_librivox/MysteryMrsBencarrow_librivox.m4b', 'text': 'M4B Audiobook (72MB)'}]
961;norsetalesforchildren_2105_librivox;A Selection from the Norse Tales for the Use of Children;"LibriVox recording of A Selection from the Norse Tales for the Use of Children by Sir George Webbe Dasent. Read in English by Sue Gill; Adrian Stephens; April Mendis; CadenB; Jessica Romero; SoundsLikeJack; SmilingJade; mleigh; Rebecca Eden Walker; yaumixx; Katharina21; Caelenhad; J Denning; T.Honcharyk; J. A. Taylor; Mawusi; Larry Wilson; Mike Shepard; nbvoices; Kayty Harrelson; Heather Davis; Jess A Theron; MissFreudianSlit This is a collection of Norse folktales selected as being appropriate for children. They range from short pieces such as, ""How One Went Out to Woo"" to the longer stories such as, ""The Blue Belt"" and ""Shortshanks,"" and include such favorites as, ""The Three Billy-Goats Gruff"" and ""The Lad Who Went to the North Wind."" - Summary by Larry Wilson For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to...";['Sir George Webbe Dasent'];2021-05-07T00:00:00Z;['eng'];9566;1275996940;['librivox', 'audiobooks'];audio;https://archive.org/details/norsetalesforchildren_2105_librivox;librivox, audiobooks, ;2021-05-07;6;9566;[{'url': 'https://archive.org/download/norsetalesforchildren_2105_librivox/NorseTalesChildren_librivox.m4b', 'text': 'M4B Audiobook (208MB)'}]
962;ornaments_in_jade_2101_librivox;Ornaments in Jade;LibriVox recording of Ornaments in Jade by Arthur Machen. Read in English by Chuck Williamson Ornaments in Jade is a collection of short narrative experiments from Arthur Machen, with ten dreamlike tales that are equal parts enigmatic, sumptuous, and phantasmagoric. - Summary by ChuckW For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit LibriVox.org . M4B Audiobook (46MB);['Arthur Machen'];2021-01-23T00:00:00Z;['eng'];39414;283515087;['librivox', 'audiobooks', 'horror', 'prose poems', 'lovecraftian horror', 'microfiction'];audio;https://archive.org/details/ornaments_in_jade_2101_librivox;librivox, audiobooks, horror, prose poems, lovecraftian horror, microfiction;2021-01-23;9;39414;[{'url': 'https://archive.org/download/ornaments_in_jade_2101_librivox/OrnamentsJade_librivox.m4b', 'text': 'M4B Audiobook (46MB)'}]
963;our_street_2103_librivox;Our Street;"LibriVox recording of Our Street by William Makepeace Thackeray. Read in English by Kristina Rothe Written as an autobiographical sketch of a Mr. M.A. Titmarsh, Our Street is a tongue-in-cheek look at English society and the characters who live in the street where he finds himself. It is the second of five ""Christmas Books"" written by Thackeray under the pseudonym of M.A. Titmarsh. For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook (36.5MB)";['William Makepeace Thackeray'];2021-03-18T00:00:00Z;['eng'];35662;228410118;['librivox', 'audiobooks', 'society', 'observation'];audio;https://archive.org/details/our_street_2103_librivox;librivox, audiobooks, society, observation;2021-03-18;2;35630;[{'url': 'https://archive.org/download/our_street_2103_librivox/OurStreet_librivox.m4b', 'text': 'M4B Audiobook (36.5MB)'}]
964;phantasmion_2107_librivox;Phantasmion;"LibriVox recording of Phantasmion by Sara Coleridge. Read in English by mlcui In 1837 came Phantasmion, a Fairy Tale, Sara Coleridge's longest original work, described by critic Mike Ashley as ""the first fairytale novel written in English"". Historian of literature Dennis Butts describes Phantasmion as a ""remarkable pioneering fantasy"" and ""an extraordinary monument to her talent"". The songs in Phantasmion were much admired at the time by Leigh Hunt and other critics. Some of them, such as ""Sylvan Stag"" and ""One Face Alone"", are extremely graceful and musical, and the whole fairy tale is noticeable for the beauty of the story and the richness of its language. Some historians of the fantasy genre believe Phantasmion may have influenced the work of George MacDonald. - Summary by Wikipedia For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free...";['Sara Coleridge'];2021-07-24T00:00:00Z;['eng'];19032;1895612513;['librivox', 'audiobooks', 'fairy tale', 'fantasy novel'];audio;https://archive.org/details/phantasmion_2107_librivox;librivox, audiobooks, fairy tale, fantasy novel;2021-07-24;3;19032;[{'url': 'https://archive.org/download/phantasmion_2107_librivox/Phantasmion_librivox.m4b', 'text': 'M4B Audiobook (309MB)'}]
965;problem_of_truth_2106_librivox;The Problem of Truth;"LibriVox recording of The Problem of Truth by Herbert Wildon Carr. Read in English by Steve C; Kingsnake; Johnny Wong; Walter Clark; Larry Wilson; Michael Knowles; Kyle Strand A problem of philosophy is completely different from a problem of science. In science we accept our subject-matter as it is presented in unanalysed experience; in philosophy we examine the first principles and ultimate questions that concern conscious experience itself. The problem of truth is a problem of philosophy. It is not a problem of merely historical interest, but a present problem—a living controversy, the issue of which is undecided. Its present interest may be said to centre round the doctrine of pragmatism, which some fifteen years ago began to challenge the generally accepted principles of philosophy. In expounding this problem of truth, my main purpose has been to make clear to the reader the nature of a problem of philosophy and to disclose the secret of its interest. My book presumes no previous...";['Herbert Wildon Carr'];2021-06-26T00:00:00Z;['eng'];24928;495491168;['librivox', 'audiobooks', 'philosophy', 'science', 'physics', 'conflict', 'problems', 'errors'];audio;https://archive.org/details/problem_of_truth_2106_librivox;librivox, audiobooks, philosophy, science, physics, conflict, problems, errors;2021-06-26;2;24928;[{'url': 'https://archive.org/download/problem_of_truth_2106_librivox/ProblemTruth_librivox.m4b', 'text': 'M4B Audiobook (79MB)'}]
966;swordsman_of_lost_terra_2101_librivox;Swordsman of Lost Terra;"LibriVox recording of Swordsman of Lost Terra by Poul William Anderson. Read in English by Paul Harvey Proud Kery of Broina felt like a ghost himself; shade of a madman flitting hopelessly to the citadel of Earth's disinherited ... to recapture the resonant pipes of Killorn—weapon of the gods—before they blared forth the dirge of the world. A great one from Poul Anderson! - Summary by author For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit LibriVox.org . M4B Audiobook (66MB)";['Poul William Anderson'];2021-01-16T00:00:00Z;['eng'];19828;413929437;['librivox', 'audiobooks', 'science fiction', 'stars', 'space'];audio;https://archive.org/details/swordsman_of_lost_terra_2101_librivox;librivox, audiobooks, science fiction, stars, space;2021-01-16;3;19828;[{'url': 'https://archive.org/download/swordsman_of_lost_terra_2101_librivox/SwordsmanLostTerra_librivox.m4b', 'text': 'M4B Audiobook (66MB)'}]
967;the_story_of_edison_2108_librivox;The Story of Edison and The Wonders of Electricity;LibriVox recording of The Story of Edison and The Wonders of Electricity by Frank Mundell. Read in English by Steve C Despite not having attended conventional school for more than a few months during his childhood, Thomas Alva Edison received a good grounding in the essential subjects of reading, writing and arithmetic at home from his mother (a former school mistress). Edison took the knowledge gained from these subjects and combined it with an insatiable curiosity, a fascination with all aspects of technology, an indomitable spirit and a passion to overcome any problem or seize any opportunity that circumstance might present him with to eventually become one of the finest inventors the world has ever seen. This book explores some of the highs and lows that Edison encountered throughout his life and shows how he was able to turn apparent adverse situations to his advantage. A number of his inventions including his improvements connected with the telegraph and telephone, as well as...;['Frank Mundell'];2021-08-17T00:00:00Z;['eng'];15974;589872957;"['librivox', 'audiobooks', ""children's books"", 'inventors', 'sunday school', 'the sunday school union', 'inspiring stories']";audio;https://archive.org/details/the_story_of_edison_2108_librivox;librivox, audiobooks, children's books, inventors, sunday school, the sunday school union, inspiring stories;2021-08-17;4;15974;[{'url': 'https://archive.org/download/the_story_of_edison_2108_librivox/StoryEdison_librivox.m4b', 'text': 'M4B Audiobook (97MB)'}]
968;walking_2111_librivox;Walking;"LibriVox recording of Walking (Version 2) by Henry David Thoreau. Read in English by Allyson Hester This was originally titled ""The Wild"" and is a lecture given by Thoreau in 1851 at the Concord lyceum. ""Walking"" is an essay that explores the relationship between man and nature, trying to find a balance between society and our raw animal nature. For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook (39MB)";['Henry David Thoreau'];2021-11-29T00:00:00Z;['eng'];30449;238331739;['librivox', 'audiobooks', 'nature', 'essays'];audio;https://archive.org/details/walking_2111_librivox;librivox, audiobooks, nature, essays;2021-11-29;4;30449;[{'url': 'https://archive.org/download/walking_2111_librivox/Walking_librivox.m4b', 'text': 'M4B Audiobook (39MB)'}]
969;ylt_matthew_2103_librivox;Bible (YLT) NT 01: Matthew;"LibriVox recording of Bible (YLT) NT 01: Matthew by Young's Literal Translation. Read in English by volunteer readers. This Bible version tries to stay as close to the original Hebrew and Greek texts as possible. As stated in the preface to the second edition, ""If a translation gives a present tense when the original gives a past, or a past when it has a present; a perfect for a future, or a future for a perfect; an a for a the , or a the for an a ; an imperative for a subjunctive, or a subjunctive for an imperative; a verb for a noun, or a noun for a verb, it is clear that verbal inspiration is as much overlooked as if it had no existence. THE WORD OF GOD IS MADE VOID BY THE TRADITIONS OF MEN."" The Gospel of Matthew relates the life and Ministry of Jesus, with a focus on Jesus' deity and fulfillment of Old Testament prophecies. (Summary by TriciaG) For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please...";"[""Young's Literal Translation""]";2021-03-17T00:00:00Z;['eng'];28419;474135994;['librivox', 'audiobooks', 'Bible', 'New Testament', 'Jesus', 'Christ', 'gospel'];audio;https://archive.org/details/ylt_matthew_2103_librivox;librivox, audiobooks, Bible, New Testament, Jesus, Christ, gospel;2021-03-17;1;28419;[{'url': 'https://archive.org/download/ylt_matthew_2103_librivox/YLT01Matthew_librivox.m4b', 'text': 'M4B Audiobook (76MB)'}]
970;younevercantell_2105_librivox;You Never Can Tell;"LibriVox recording of You Never Can Tell by George Bernard Shaw. Read in English by Algy Pug; ToddHW; Jenn Broda; Kelly S. Taylor; Hannah Dormor; Cavaet; EliseDee; A D Latheron; Greg Giordano; Adrian Stephens; Andrew Gaunce In this witty comedy of errors, the Clandon siblings, Gloria and the twins, Dolly and Philip attempt to uncover the identity of their long lost father. Playwright George Bernard Shaw uses the odd mix of eccentric characters thrown together in a seaside setting to make a number of sharp observations about marriage, romance, and parenthood. (Summary by Kelly S. Taylor) Cast List Mr. Valentine, the Dentist cavaet Mrs. Clandon Kelly S. Taylor Gloria Clandon Elise Dee Dolly Clandon Jenn Broda Philip Clandon ToddHW Mr. Fergus Crampton Algy Pug Mr. Finch McComas Greg Giordano Walter, the waiter Adrian Stephens Bohun, a QC (Queens Counsel) Andrew Gaunce The Parlor-maid Hannah Dormor The Narrator Andrew Latheron For further information, including links to online text,...";['George Bernard Shaw'];2021-05-22T00:00:00Z;['eng'];41790;617903127;['librivox', 'audiobooks', 'farce', 'social satire', 'comedy of manners'];audio;https://archive.org/details/younevercantell_2105_librivox;librivox, audiobooks, farce, social satire, comedy of manners;2021-05-22;4;41790;[{'url': 'https://archive.org/download/younevercantell_2105_librivox/YouNeverCanTell_librivox.m4b', 'text': 'M4B Audiobook (101MB)'}]
971;boysandgirls_2103_librivox;Boys and Girls;LibriVox recording of Boys and Girls by J. W. Foley. Read in English by LibriVox Volunteers. A collection of charming poems by James A. Foley, Poet Laureate of North Dakota where he was also city editor of the Bismarck Tribune. Each poem is written from the point of view of children or about children.  (Summary by Larry Wilson) For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook (119.3MB);['J. W. Foley'];2021-03-29T00:00:00Z;['eng'];12360;756336092;['librivox', 'audiobooks', 'verse', 'American Literature', 'rhymes', 'childrens literiature'];audio;https://archive.org/details/boysandgirls_2103_librivox;librivox, audiobooks, verse, American Literature, rhymes, childrens literiature;2021-03-29;3;12360;[{'url': 'https://archive.org/download/boysandgirls_2103_librivox/BoysAndGirls_librivox.m4b', 'text': 'M4B Audiobook (119.3MB)'}]
